Finished,IMC,atn_interested,atn_hostile,atn_distracted,atn_nervous,atn_enthusiastic,atn_determined,atn_excited,atn_proud,atn_upset,atn_irritable,atn_strong,atn_paperclip,atn_alert,atn_active,atn_guilty,atn_ashamed,atn_afraid,careful_check,female_clear,male_clear,female_med,female_dark,male_med,male_dark,time_firstclick,time_lastclick,time_submit,ad_describe,adrate_bad,adrate_unfavorable,adrate_lowqual,adrate_negative,adrate_unattract,adrate_useless,adrate_awful,adrate_notapprop,adrate_ineffective,adrate_unconvinc,product_unsatisfac,product_lowqual,product_bad,product_dislike,product_awful,product_negative,product_unfavorable,product_common,product_useless,product_worthless,product_notunique,product_inexpensive,model_competent,model_pushy,model_genuine,model_professional,model_credible,model_fake,model_follower,model_sincere,model_moral,model_assertive,model_charm,model_suspicious,model_peaceful,model_calm,model_subordinate,model_knowledgeable,model_sociable,model_trustworthy,model_honest,model_friendly,model_reliable,model_manipulative,model_experienced,model_respectful,model_phony,model_familiar,model_nosecret,model_mysterious,model_known,model_natural,model_notweird,model_clear,model_attract,model_classy,model_sexy,model_beautiful,model_elegant,model_warm,Q13,recommend,wtb,value_assess,ads_trust,ads_goalinform,ads_informative,ads_truthful,ads_reliablesource,ads_truepicture,ads_accuratelyinformedby,ads_essentialinfo,p_glasses,p_shade,p_pupilvis,gender,age,home_lang,english_length_nohome,wear_glasses,employment,annual_income,education,p_hypoth,Q42
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,25.539,26.994,27.778,This is a publicity of furniture where especify the comfort and quality of his products,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,7,7,7,7,1,4,4,4,6,6,4,4,4,4,4,4,6,4,6,4,4,4,4,4,6,4,4,2,6,4,4,1,4,1,1,1,4,1,7,1,800,1,1,1,3,2,2,2,1,2,5,2,1,36,spanish,none,2,1,1,6,good,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,5.992,5.992,23.825,"Was bout plump cushions, with a woman wearing glasses on the right hand side.",2,2,1,2,1,3,2,2,2,1,2,1,1,2,1,3,3,3,1,1,3,4,7,6,6,6,5,1,3,6,6,5,5,2,6,5,5,5,6,5,5,5,6,1,7,6,1,5,2,5,3,5,7,3,6,5,5,6,6,6,1,7,2,400,2,1,2,2,2,2,1,1,1,4,4,1,32,English,,2,1,3,2,advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,10.222,It is a man of dark glasses of friendly aspect that is promoting a garden furniture made of wood and gray cushions,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,7,7,7,1,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,4,7,7,1,7,7,4,7,7,7,7,7,7,7,7,7,7,1,7,1,1200,1,1,1,1,1,1,1,1,1,4,5,2,35,English,,2,1,2,5,Advertisement Evaluation,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,27.923,"I saw a young man standing in front of some patio furniture.  The young man was dressed in a checked shirt and was saying that his choice is the ""right"" choice, I suppose because it's his choice.  The furniture is described as comfortable, with deep cushions, for entertaining.",5,5,6,6,2,3,4,2,6,6,5,5,5,3,5,5,5,3,2,6,5,6,4,6,7,5,6,2,3,7,7,6,6,2,6,7,4,4,4,6,6,6,5,2,2,6,1,6,7,2,6,6,6,6,6,5,5,6,2,6,1,3,5,800,2,4,2,2,4,3,2,2,1,2,3,2,58,English,N/A,1,5,4,3,Now I'm wondering if it's about trustworthiness of people who wear glasses.,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,116.114,"Wicker furniture with plush cushions. Advertised as stylish. Picture of actress superimposed on the furniture, and unattributed quote about choice.",6,6,3,6,3,4,3,4,5,6,2,3,2,2,2,2,2,4,1,3,5,4,4,4,1,7,1,7,7,1,4,4,6,5,5,6,6,2,4,2,3,4,4,6,5,4,7,4,4,1,1,1,4,3,6,6,6,6,6,4,1,1,2,400,4,4,3,2,2,2,2,2,1,1,1,1,57,English,,1,5,3,5,How a pretty actress influences view of product,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,38.556,"I saw an ad for stylish and comfortable wicker furniture with the image of a lady next to it.  I understand the need to humanize the ad, but the style and dress of the lady seems counter to the style of the furniture.",3,2,3,3,2,4,3,1,2,3,3,3,2,2,1,3,2,2,3,3,2,2,6,4,6,5,6,2,4,5,6,5,5,2,5,6,4,5,6,6,5,7,6,2,5,6,2,5,6,2,5,6,6,6,6,7,5,6,5,6,1,5,2,250,2,1,1,2,1,2,2,1,1,5,4,1,44,English,,1,1,4,5,Whether I would notice the dark shade of the woman's glasses.,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,2.344,2.344,35.213,"I didn't like the tagline - 'It's my choice because it's the right choice.' It seemed too concrete, like only his opinion was worth considering and that if someone else chose another option it might not be the right choice. There was a description talking about the benefits of the product (able to stand up to weather, comfortable, etc), and there was also a statement about having styles to suit every need. ",4,5,2,5,3,3,4,4,4,4,2,2,2,4,2,2,3,4,2,4,6,4,4,3,3,4,4,4,4,4,4,5,4,1,6,7,4,4,6,4,4,6,4,6,4,3,4,4,7,1,4,7,7,7,4,4,2,4,1,6,1,4,3,500,4,4,4,3,4,3,5,3,1,1,1,2,40,English,n/a,2,4,6,5,not sure,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,27.128,There's a man smiling and seems very happy. There's a set of wicker that they are advertising.,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,1,4,7,7,7,7,3,7,7,1,6,7,7,7,7,7,1,5,6,1,7,7,1,7,7,7,7,7,6,7,7,6,7,1,7,1,600,5,1,2,4,3,3,4,2,1,3,2,2,42,english,,2,1,3,5,paying attention,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,23.228,"i saw a seats, a guy a glasses and a coffe cups, the guy is making a adventisement about the seats, he say that they are so confortable and full styled",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,1,1,7,7,7,7,1,7,7,5,7,7,7,7,7,7,1,7,7,4,4,7,1,4,7,6,7,6,7,6,7,7,6,1,7,1,50,2,3,1,2,2,2,2,2,1,3,5,1,29,english,all my life,1,1,5,6,to evaluate my skills and judge seen adventisements ,1
1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,1.725,1.725,2.618,A beautiful Chair advertisement which I found interesting,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,7,1,400,2,1,1,1,2,2,1,2,1,3,3,1,31,English ,English ,2,1,2,5,Consumers opinion on chair advertisement ,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,6.385,14.19,18.893,it was a man and a set of wicker furniture and he was stating that it was the correct choice to make ,4,4,5,5,4,4,4,2,4,6,5,5,4,4,3,3,4,4,4,4,4,4,5,2,2,4,4,6,4,3,4,6,3,4,2,4,3,5,4,4,4,4,4,6,4,4,6,5,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,780,3,3,2,3,2,2,2,2,1,5,5,2,39,english,,1,2,3,3,about how seeing someones eye effected how you felt about them,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,10.974,"ad for outdoor weather resistant wicker furniture, male model wearing a red and black check shirt with sunglasses",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,6,6,7,4,4,2,4,7,7,3,6,2,7,7,7,5,7,6,6,7,6,2,4,7,1,7,7,1,7,7,7,7,6,5,5,3,2,6,1,7,1,3000,2,1,1,2,2,1,1,1,2,1,5,2,58,English,,1,4,7,5,views on ads,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,15.793,A woman in a plaid shirt is standing in front of a wicker chair set.  The set is grey.  There is a coffee set on a table in front  It looks a little dumb to have the coffee pot on the table.,3,3,4,3,3,2,2,3,4,5,3,4,3,2,2,3,3,7,2,4,7,5,5,5,4,5,5,3,5,5,6,3,5,2,6,6,5,5,6,5,5,6,6,2,4,6,4,6,5,2,3,5,7,6,6,5,4,4,3,6,1,4,3,1300,2,2,2,2,3,3,3,2,2,2,1,2,64,English,,1,5,6,5,perception,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,19.55,An advert for a wicker furniture set. A woman stating quite firmly that it is the right choice.,5,5,6,4,5,5,4,5,5,6,5,4,4,5,4,5,5,6,4,4,5,5,5,2,3,4,3,5,2,3,4,6,4,5,3,4,2,4,4,3,3,4,4,5,4,4,6,3,4,4,4,3,4,4,4,4,4,4,4,3,1,3,6,450,4,4,3,4,4,4,4,4,2,3,2,2,32,English,,1,7,3,5,Trustworthiness of actors in advertising.,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,15.469,15.469,16.86,"Stylish options for sofas, and why they are stylish and how they can benefit the consumer. ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,1,7,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,400,1,1,1,1,1,1,1,1,1,1,1,1,41,English,,2,2,2,3,To see if one is paying attention,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,44.345,Its a display of exceptional style and maximum comfort that a cushion can deliver ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,1,7,4,5,5,4,2,4,5,4,5,6,2,6,7,4,4,6,4,,6,,6,,,,,,,,7,7,7,1,1,1,6,6,6,1,6,6,"1,750",3,1,1,3,2,2,2,2,1,3,3,,24,English ,,2,2,1,2,The power of advertisement ,1
1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,17.135,21.805,23.965,Publicidad relacionada con el estilo y moda interesante debidp q esta muy equitativamente relacionado con la bellesa y muy bello  parece paris o algo de el pais ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,20,1,1,1,1,1,1,1,1,2,5,5,1,30,Ingles,30,2,2,3,6,Very good,1
1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,4.159,6.462,8.394,looks good although not sure why the women in it is wearing sunglasses,4,4,6,3,6,4,3,3,4,6,3,5,4,3,4,3,3,4,4,4,4,4,4,6,1,2,1,4,4,1,4,4,4,4,4,4,5,3,3,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,7,7,7,7,7,7,1,2,6,200,3,3,2,3,3,3,3,3,1,5,2,2,37,english,,1,1,2,4,advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,30.129,"Saw an ad for outside wicker furniture. I didn't like the text that said ""its my choice because its the right choice."" does not sound right.",4,4,4,3,4,3,4,4,4,5,3,4,3,3,4,3,4,5,3,4,5,5,4,3,4,3,4,4,5,4,4,5,4,2,4,4,3,4,4,4,4,5,5,4,4,5,5,4,6,6,4,5,4,5,4,1,1,1,1,4,1,4,4,150,4,4,4,4,4,4,3,3,1,1,2,2,31,English,always,1,4,2,2,dont know,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,33.641,"That is one ugly settee! The statement at the bottom of the advert seemed a bit stilted - comfortably entertain? Why does the woman have her arms crossed - isn't that defensive body language? Shouldn't she be open in her posture? It's my choice because it's the only choice... this puts me off buying from this advert. I don't like having my choice restricted, and this comes across as being arrogant and patronising.",7,7,7,7,7,4,6,4,7,7,6,7,7,7,7,7,7,2,5,6,2,7,6,1,1,1,1,7,5,1,4,3,1,7,3,2,4,7,2,1,1,1,1,6,3,2,7,4,3,5,1,1,1,4,5,2,2,5,2,2,1,1,7,800,5,4,4,4,5,3,2,2,1,1,3,2,46,English,,1,2,1,5,Does it make a difference if you can see a person's face in advertising?,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,22.74,22.74,25.136,"man in checked shirt wearing glasses 6it,s my choice, so its the right choice"". gray  funishings on cane summer suite., purpoting be plush and confortable but looking anything but! It calls it a set",7,6,7,7,7,6,7,6,7,7,6,6,6,7,7,6,6,7,4,4,7,7,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,5,4,4,1,1,4,1,3,2,2,2,2,4,1,1,7,50,3,4,2,2,5,3,4,3,1,4,3,2,58,English,,1,7,2,5,how people react to advertisements,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,3.341,19.535,20.54,"It looks kind of odd that the women featured in the advert is wearing sunglasses, nothing else sticks out.",4,5,4,4,3,5,4,5,5,5,3,3,2,4,3,3,3,3,4,3,5,3,4,5,3,3,3,5,3,3,4,5,3,4,6,6,5,4,5,4,4,5,4,3,4,4,5,3,5,3,4,5,3,4,6,6,5,6,4,5,1,2,7,300,3,4,4,3,4,4,3,3,1,4,4,2,26,English,,2,4,1,5,Advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,1.94,9.728,33.645,Woman in sunglasses.  Summer furniture in the background.  It is weather resistant wicker furniture.  The ad looks cheap and the product looks cheap.,6,6,6,4,5,6,6,3,7,7,5,6,5,6,5,5,6,6,6,5,7,6,3,6,2,2,2,6,6,3,4,3,3,4,5,5,5,1,4,2,2,4,2,5,1,4,2,3,6,2,2,2,3,4,4,4,4,4,4,4,1,1,7,50,3,2,2,4,4,4,3,3,1,4,5,1,44,English,,1,1,4,5,The effectiveness/validity of advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,1.021,1.021,2.389,Photosynthetic and chlorophyll all at the same time,5,6,4,3,3,1,1,4,5,3,4,4,2,3,6,5,4,5,3,2,6,7,5,5,6,4,4,3,3,2,2,1,6,5,4,3,6,3,3,5,5,4,3,3,6,5,5,5,7,4,6,3,2,3,4,3,4,3,3,3,1,7,5,800,3,2,3,2,2,4,4,3,1,5,1,1,21,American,,2,1,4,5,Glasses,1
1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,107.888,"style and comfort, rest a beautiful girl with dark glasses and light clothes",2,2,3,1,3,2,3,3,3,3,4,3,3,4,3,1,3,3,1,4,4,4,5,7,5,6,5,1,4,6,7,6,5,3,7,7,4,5,6,6,6,6,6,3,5,7,3,5,6,2,3,6,5,6,6,6,6,7,3,4,1,4,5,1100,5,5,5,4,5,5,5,5,1,5,5,1,28,english,N/A,2,2,2,6,evaluate how we rated certain ads,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,27.059,Outdoor seating made of wicker and cushions.  There's a man off to the side that's a little distracting.,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,6,2,3,4,4,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,6,4,4,4,4,4,4,5,3,3,4,3,4,5,4,4,5,3,5,1,5,3,500,5,3,2,3,4,3,4,4,1,1,3,2,39,English,,2,1,6,5,I don't pretend to know.,1
1,1,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,0,0,10.246,I saw a set of wicker patio furniture with descriptive words indicating that they will work with any style.  There was an non-sequitir man in the foreground wearing a flannel shirt--he did not seem to fit with the ad at all.,3,2,4,1,3,4,2,3,4,3,1,1,1,1,1,1,1,3,2,3,4,5,2,7,4,2,1,3,4,4,4,2,1,3,6,5,6,2,4,5,4,6,4,3,2,5,4,2,4,1,1,2,1,1,2,2,1,1,1,5,1,6,3,300,4,5,3,4,5,4,3,3,1,4,4,2,34,English,,1,1,4,5,Perceptions of advertising.,1
1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,25.148,"the advertisement has a very bold and stylish leather furniture, ",2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,4,4,5,6,6,1,3,5,5,6,6,1,3,4,3,6,6,6,6,6,6,1,6,5,1,6,7,1,6,6,7,6,7,7,6,6,6,6,1,6,2,500,2,2,2,3,2,2,2,2,1,5,5,1,40,English,39,2,1,4,5,examine an advertisement photo,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,5.864,5.864,15.631,The human did not seem to match the furniture in style so I found it confusing,4,4,4,4,6,4,4,6,6,6,6,4,6,6,6,6,6,4,4,4,6,4,4,3,2,2,1,6,3,1,4,5,4,5,4,6,3,4,4,2,2,5,4,5,4,4,6,4,4,4,6,2,4,4,3,3,2,2,2,3,1,2,7,800,5,5,4,4,5,4,5,3,1,4,3,2,63,English,,1,5,2,5,Advertising,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,3.911,22.097,22.135,It was an ad for some wicker furniture that seemed to be trying to be hip.,4,5,5,4,5,6,4,3,6,7,4,4,4,3,3,3,3,6,2,4,6,4,4,2,1,3,3,6,4,3,4,5,4,4,3,5,3,4,5,4,3,5,4,5,4,4,6,3,4,3,4,4,4,4,4,2,3,4,1,3,1,4,4,300,5,5,5,5,5,5,5,5,1,5,5,2,27,English,,1,3,2,5,I don't know,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,0,0,60.508,A guy with glasses and behind a set. It's pretty dull as for my grandfather.,7,6,7,4,7,5,6,7,7,7,5,6,5,6,6,4,6,7,5,6,6,7,4,2,2,3,2,7,7,3,4,4,2,6,4,4,6,4,4,3,3,3,3,6,4,4,6,3,3,4,2,1,1,3,2,2,2,2,2,2,1,1,7,300,5,4,4,5,5,4,5,5,1,5,5,1,37,English,,2,1,4,6,It's really boring,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,10.49,10.49,18.32,plush wicker furniture. seemed kind of pushy to me,4,4,5,3,4,4,3,2,4,5,3,3,3,2,2,1,2,4,2,2,2,4,4,2,2,3,3,5,4,3,4,5,3,5,3,4,4,4,4,3,3,3,3,6,4,4,5,3,4,3,2,4,3,4,2,4,2,3,2,3,1,4,4,400,3,3,3,4,3,3,3,3,1,3,3,2,32,english,na,2,4,3,2,don't know,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,36.639,It was showing a set of wicker furniture that can be used in all-weather. The one thing I noticed is that there was no mention of a brand. ,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,4,5,5,5,4,3,4,4,4,4,4,3,5,5,4,4,4,4,4,5,4,4,4,4,4,5,4,3,3,4,5,5,4,5,4,5,4,4,1,5,3,200,3,2,4,3,3,3,3,3,1,1,2,2,28,English,,1,1,3,2,Advertisement,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,118.171,In this advertisement there was a woman saying why she pick certain wicker furniture for out doors because it was the right choice. I think the furniture is very nice,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,4,4,3,4,4,6,4,4,6,6,4,4,5,4,4,6,3,4,6,4,4,6,5,4,6,4,4,5,5,4,6,4,2,4,6,6,7,6,5,5,6,5,6,1,6,3,550,3,2,3,2,2,3,3,2,1,2,2,2,58,english,,2,1,2,3,about how we see advertisments,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,3.486,yes  / A beautiful girl smiling at a camera to make her self-esteem and happy,6,6,6,7,7,6,7,6,7,6,4,5,5,6,6,5,5,7,6,5,7,6,6,5,6,6,5,6,6,6,7,5,7,6,6,7,6,7,7,6,7,5,4,5,5,6,6,5,6,6,7,5,6,6,5,5,6,6,5,5,1,5,6,500,3,3,4,4,3,4,3,4,1,4,4,1,25,ingles,yes,1,1,2,6, / A beautiful girl smiling at a camera to make her self-esteem and happy,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,262.991,There is a man standing in front of a nice patio set. It is a nice looking set. Do not the think the man is necessary.,3,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,5,6,3,4,4,4,4,5,7,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,5,5,3,3,3,3,5,1,6,2,600,3,2,2,3,2,3,2,2,1,1,3,2,38,English,,1,1,4,3,Truth in adveritising,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,12.8,12.8,16.207,"in mayor form, the advertisement is about furniture, and homes props. ",3,2,1,3,2,3,3,3,2,4,4,3,3,4,3,2,4,3,3,2,4,4,4,3,7,7,6,4,4,5,4,4,7,5,6,6,4,5,5,4,4,5,5,4,4,4,4,3,3,3,4,6,6,4,7,6,7,7,7,5,1,5,3,300,3,2,3,3,2,2,3,2,1,5,5,1,35,English,34,2,3,2,5,About  Advertisement Evaluation,1
1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,0,0,15.151,The ad is for wicker furniture with grey cushions.  The ad says they're durable and they look really strong.  I love the cushion colors and how thick they look.,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,3,2,6,4,5,5,6,5,2,6,6,7,6,2,6,6,2,6,7,6,6,6,6,3,6,6,2,6,6,2,6,6,6,7,6,6,6,6,6,7,1,7,1,400,3,3,2,3,2,2,2,2,1,4,2,2,41,English,,1,2,1,5,I'm not sure,1
1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,55.462,55.462,56.825,"It's an ad for outdoor wicker furniture.  The ad focuses on style and comfort.  The picture is that of a lovely furniture set with gray cushions, and there is a gentleman standing there with a satisfied grin.  The ad creates images in my mind of a pleasant afternoon relaxing in the yard.",3,3,1,1,1,2,3,3,2,2,3,1,2,2,2,2,3,5,3,4,5,2,4,5,5,5,5,4,5,5,6,5,5,3,7,7,5,4,5,5,5,5,5,3,4,6,4,4,4,4,1,6,3,4,4,3,2,3,3,5,1,5,4,1500,4,2,2,4,4,4,4,2,1,4,5,2,42,English,N/A,2,1,3,6,"People's perceptions of the given advertisement, and advertisements in general.",1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,18.688,"It's an advert for outdoor furniture. It appears to be aimed at people who like to entertain guests at their houses using an outdoor seating area. The furniture is made from wicker and supposedly durable and offers comfort. It seems like a fairly standard advertisement, I wouldn't say it particularly stood out as new or different.",4,4,3,2,4,3,3,2,4,4,3,3,4,3,3,3,4,5,2,4,6,3,4,4,2,4,3,5,5,3,4,4,4,4,5,5,4,4,5,4,4,5,4,5,4,4,6,4,4,2,5,4,4,5,4,4,4,4,4,5,1,3,4,70,4,3,3,4,3,4,3,3,1,1,3,1,26,English,,1,1,3,3,Advertising and whether or not in general people feel trust in advertisements and the advertising industry.,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,47.595,"Promoting furniture that gives much comfort, appears a woman in front",3,3,4,5,4,5,6,5,4,5,3,3,5,5,4,3,4,5,6,4,4,5,3,4,5,4,5,3,3,4,5,5,4,5,6,5,4,5,5,6,5,5,4,5,5,6,5,3,4,5,4,4,4,5,5,4,5,5,4,4,1,5,3,200,2,3,4,3,2,3,3,3,1,3,3,1,30,english,,1,2,5,6,Advertisement Evaluation,1
1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,0,0,11.867,i saw wicker chairs they were gra and a girl saying its her choice. and she was wearing a red and black plaid shirt,6,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,50,3,3,3,3,3,3,3,3,1,5,3,2,32,english,,1,4,1,2,advertisements,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,28.633,28.633,29.579,A lovely chair advertisement designed in a cool was featuring a cool guy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,7,7,6,6,7,7,7,1,7,1,500,1,1,1,1,3,2,2,3,1,3,3,1,30,English ,English ,2,1,3,5,Chair advertisement ,1
1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,49.346,49.346,50.245,Is a set of all weather product furniture very cushionable to sit and relax in the outdoors at natural it looks appealing to me.,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,1,1,7,7,6,6,2,5,6,5,7,7,6,6,7,7,2,6,7,4,7,6,2,6,7,6,6,6,5,6,5,7,7,1,7,1,300,2,1,2,2,1,2,2,2,2,4,1,1,52,Spanish,48 years,2,1,5,5,Evaluate advertisement,1
1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,0,0,8.678,The ad seemed to be for some kind of fashion item. I thought the ad was a bit tacky due to the slogan and the prominently featured woman.,5,5,6,4,7,4,6,4,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,6,4,2,4,4,2,5,4,4,4,2,4,4,3,4,4,4,4,4,5,2,4,4,2,2,2,4,3,2,1,4,4,3,1,2,7,100,5,5,5,5,5,5,5,5,1,3,1,1,26,English,,1,1,5,5,The effectiveness of showing a woman in an ad,1
1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,0,0,59.273,"The ad was for outdoor porch furniture and it had a complete set up of furniture with chairs and tables. The ad also had a young man standing in front with a checkered shirt on proclaiming ""it was his choice because it was the right choice"". / My thoughts on the ad was that the man in front stood out more than the nice furniture because of the colors and the positioning of the man. The furniture seemed an after thought, it was too bland in color in comparison to the man. The Guy should have been blander and the furniture should have had a bit more color so it would pop thereby bringing attention to what was being advertised.",4,4,3,4,4,3,2,2,5,4,3,4,3,4,3,3,3,4,3,2,5,4,4,3,5,4,2,4,3,5,4,5,5,2,5,5,4,5,6,5,5,7,5,3,4,5,2,4,6,2,1,6,5,6,5,4,3,4,4,6,1,3,4,850,3,4,3,3,3,4,4,3,1,1,1,2,45,english,life time,1,2,3,4,advertising,1
