"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark","value_assess_num","phony","approachable","expertise"
"118",2,79,"english","all my life",2,5,4,5,0,1,0,1,0,2,3,3,4,3,2,3,3,2,2,2,5,3,"300",5,6,2,4,6,6,6,6,4,4,5,3,5,1,2,1,1,1,1,1,3,1,4,4,4,"outdoor wicker furniture , stylish, comfortable, and durable for everyone",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,300,-1.12104343356235,-0.642550257858019,-0.402735409902454
"119",1,52,"English","",1,3,1,3,1,2,0,0,1,1,1,2,2,1,3,2,3,3,3,2,5,3,"299",5,7,3,4,6,7,6,6,4,4,3,2,6,3,2,2,3,2,3,3,4,2,3,5,3,"I see a comfortable outdoor wicker set. It doesn't seem too different from other ads I've seen.",3,2,2,3,3,2,2,1,4,5,0,0,0,0,0,1,299,-1.35996177828815,1.43016770223071,0.791283808182822
"120",2,44,"English","",2,1,3,2,1,2,0,0,1,1,5,5,3,2,2,3,2,2,2,2,6,2,"400",7,7,1,5,6,5,5,6,5,4,4,4,6,1,1,1,1,1,1,1,2,1,1,3,3,"All weather wicker furniture that's great for entertaining and a guy in a red flannel wearing sunglasses.",2,2,2,1,2,1,2,1,2,1,0,0,0,0,0,1,400,-0.308328958163738,0.36523194243172,0.763493293378642
"121",2,52,"english","na",2,7,2,3,0,1,0,1,0,1,5,5,4,4,3,5,4,4,5,4,6,1,"349",2,3,5,3,4,4,5,6,5,4,6,3,3,1,1,1,1,1,1,1,2,1,2,2,1,"A four piece set of wicker furniture with thick cushions. A woman in a red plaid shirt standing in front of it. ",2,1,1,1,1,2,1,1,2,2,0,0,1,0,0,0,349,0.507489589958506,-1.05081297989516,0.649134905911746
"122",2,23,"english","23 years",1,2,4,5,0,0,1,0,0,1,1,2,4,4,2,4,5,5,4,2,5,4,"400",5,7,1,5,6,3,6,2,3,1,4,1,5,2,3,2,2,2,1,3,6,3,4,6,5,"Ad for outdoor furniture, blue/grey and wicker seating on a deck in the background, and a young woman with glasses in the foreground. I thought that she looked younger than what the target demographic of this ad actually would be",3,4,5,2,4,3,2,2,3,3,1,0,0,0,0,0,400,-0.160156961900304,0.852850055840451,-1.36591939390396
"123",1,30,"English","",2,1,2,6,0,2,0,0,1,1,5,5,5,5,5,4,4,4,5,5,4,5,"1500",6,5,5,6,5,4,4,6,5,6,6,6,6,3,3,3,4,3,3,3,4,1,3,2,3,"A sofa and a woman with sunglasses smiling.  And a description that talks about the sofa and how comfortable it is.",4,3,3,3,3,4,3,5,3,4,0,0,0,1,0,0,1500,-0.45529979687656,0.276099412752965,-0.472873545976355
"124",2,44,"English","",1,4,3,3,1,0,1,0,0,1,1,3,2,4,2,2,2,2,4,2,5,3,"250",5,5,3,5,6,5,6,5,5,3,5,2,6,3,3,2,2,2,1,2,3,2,4,4,5,"All Weather stylish wicker set. I do wish that color options for the wicker and cushions was available.",4,3,3,1,3,2,2,2,2,3,0,1,0,0,0,0,250,-0.319541254607713,0.566321057886466,-0.373148646616535
"125",2,20,"English","0",1,2,4,3,1,1,0,1,0,2,5,3,2,2,2,4,3,4,4,2,1,6,"50",6,6,2,2,4,3,6,2,2,2,2,2,4,6,5,6,6,6,6,6,6,5,6,6,7," / I found the text on the right a little absurd, on the ""right idea"" is that the idea is to promote but to stand so much before the decision of the person could create some conflict",6,6,5,4,5,5,4,5,6,6,0,0,0,0,1,0,50,0.812286233329076,-0.437068705819181,-2.29389248793593
"126",2,33,"ENGLISH","",1,4,4,3,0,0,1,0,0,1,2,3,3,2,2,2,3,2,2,2,5,3,"520",6,7,1,6,7,7,7,6,4,4,5,3,5,1,1,1,1,1,1,1,1,1,1,1,4,"A WICKER SET OF FURNITURE THAT WAS FOR A SALE.  A WOMAN WEARING A RED FLANNEL SHIRT THAT IS MAKING THE CHOICE ABOUT WHICH PIECE OF FURNITURE TO PURCHASE",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,520,-1.16992746714198,0.945470929288694,0.596527057790876
"127",2,45,"english","",1,1,3,3,0,1,0,1,0,1,4,2,3,2,2,4,3,3,2,2,4,4,"599",2,6,2,5,4,3,6,4,3,2,5,1,5,3,4,3,3,3,3,3,4,3,4,5,4,"I thought the ad was nice but did not see the woman as a necessary part.  I didnt really like her outfit choice either.  It did not seem to blend in well with the reset of the ad.",3,3,4,3,4,4,3,3,3,3,0,0,1,0,0,0,599,0.392526320272358,0.552082379137295,-0.744989593346864
"128",2,55,"english","",1,4,5,4,1,1,0,1,0,2,1,3,2,1,2,2,2,2,2,2,6,2,"399",4,4,4,4,7,4,4,5,5,3,3,3,5,1,2,2,1,1,1,1,3,1,2,4,4,"An all weather wicker patio set with plush cushions. ",2,2,2,1,1,1,2,1,2,2,0,0,0,0,1,0,399,0.388707793873003,-0.958648968674634,-0.38592328695807
"129",2,36,"English","",2,2,1,4,1,0,1,0,0,1,3,3,4,2,2,3,4,4,4,2,5,2,"550",4,7,1,2,6,7,4,4,4,4,4,4,6,1,1,1,1,1,1,1,2,1,1,2,4,"I seen a wicker furniture set with gray pillow cushion and a customer smile. A description about furniture being good for all seasons and a quote about my choice is the right choice. It's an okay but who is it for? What other types of furniture do they have?  Ad just leaves you looking for more information. ",3,3,2,2,2,6,3,1,7,4,0,1,0,0,0,0,550,-0.101333613162536,0.313028865937755,0.0166198636256548
"130",2,38,"English","n/a",1,4,4,5,1,2,0,0,1,1,5,5,4,4,4,4,4,4,4,3,3,5,"500",4,4,4,3,4,4,4,2,2,1,2,1,4,4,4,3,3,3,3,3,5,4,4,6,4,"a guy with sunglasses saying ""it's the right choice because it's my choice"" standing in front of brown wicker furniture with blue pillows described as being durable and all weather.  I like the look of the furniture, but nothing made of wicker is all weather, it will absorb moisture and crack in the sun.",3,3,4,3,3,5,3,3,5,5,0,0,0,0,0,1,500,0.517559187396298,-0.545472959243097,-1.47637604985115
"131",2,31,"english","",2,2,4,6,0,1,0,1,0,1,5,3,5,5,5,5,5,5,5,5,7,1,"100",7,7,7,7,7,7,7,7,7,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"It is a furniture ad. It features a smart woman telling you it fits her style.",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,100,-1.79197873637826,1.58149778078528,1.99527997752656
"132",2,26,"English","",1,1,6,6,0,0,1,0,0,1,2,2,4,5,3,4,4,4,4,4,3,4,"750",4,5,6,4,5,3,5,5,5,2,6,4,3,3,4,4,3,2,3,2,6,3,3,4,4,"The advertisement included a woman in glasses talking about making the right choice to choose some grey colored wicker patio furniture. I don't have any strong feelings about the advertisement but I thought the set was nice looking.",4,3,4,3,4,5,3,2,5,4,1,0,0,0,0,0,750,0.413976021493868,-0.451881839712086,-0.33788621401155
"133",2,51,"english","",2,7,3,2,1,0,1,0,0,1,1,3,4,4,2,4,3,4,3,2,4,5,"250",3,4,1,1,3,3,6,2,4,1,1,1,5,2,2,2,2,2,2,2,2,2,4,3,4,"I saw some outdoor wicker furniture and a man smiling, the furniture looked comfortable.",3,3,4,3,3,4,4,2,3,4,0,1,0,0,0,0,250,0.421913819714318,-0.714281165816094,-0.235177751653598
"134",2,57,"English","",1,7,2,4,1,0,1,0,0,1,1,3,3,2,2,3,3,3,3,3,6,2,"600",4,7,1,4,7,7,7,6,6,5,4,4,7,3,3,3,3,3,3,3,4,3,3,4,3,"A dark-haired man with glasses in bottom right of ad. He is smiling. Top right, there is a quote from him in a black font. Top left, there are two lines of dark gray text. Below that, there is a photo of a gray livingroom set. Below the ad, there is more gray text.",2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,600,-1.79197873637826,1.58149778078528,1.99527997752656
"135",2,38,"English","",2,7,1,2,0,0,1,0,0,1,1,5,3,3,3,3,5,3,3,3,4,4,"150",4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,"A casually-dressed, bespectacled white woman. Her choice is apparently the right choice. The patio furniture pictured is described as stylish.",5,4,5,4,4,4,4,4,3,4,1,0,0,0,0,0,150,0.588919494019457,-0.876974905350559,-0.451577365394512
"136",2,58,"english","",1,1,5,5,0,2,0,0,1,1,5,5,4,4,3,4,4,4,4,3,3,4,"300",4,4,5,3,5,5,5,6,4,4,5,4,5,3,4,4,3,3,3,3,3,2,4,4,4,"an outdoor furniture set made of wicker with gray cushions, and a woman in sunglasses standing in the foreground with a big smile on her face.",4,4,4,4,3,3,3,3,4,5,0,0,0,1,0,0,300,0.329778595120377,-0.35596700120773,-0.433451734969069
"137",1,21,"english","",1,3,3,2,0,2,0,0,1,1,5,5,2,3,2,3,3,3,2,3,4,4,"400",6,6,7,7,7,7,6,5,5,4,4,4,4,2,5,3,4,4,4,3,2,3,4,3,4,"it is very interesting  i like that is is weather resistant but i need to see more angles on how the set looks",4,4,5,3,4,3,3,3,3,4,0,0,0,1,0,0,400,-1.55364463341437,0.788445050910722,-0.113623650608102
"138",2,60,"English","58 yrs.",1,2,2,3,0,0,1,0,0,1,1,1,2,5,5,4,4,4,4,4,7,1,"350",5,7,1,2,7,7,7,6,3,4,6,3,7,1,2,1,2,1,1,1,1,1,1,1,3,"Agreeing that the furniture is very stylish, I feel the attractive young lady should be dressed more stylish than a checked flannel shirt.  In my opinion the last two words in the text, comfortably and entertained, don't go together well. Otherwise the ad is very appealing.",2,2,2,1,2,1,1,1,1,1,1,0,0,0,0,0,350,-1.8440293667093,1.59106012072345,1.11222817741632
"139",1,21,"English","",2,2,4,3,1,1,0,1,0,1,5,4,4,3,2,4,4,4,4,4,4,5,"45",2,2,7,1,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,6,4,3,4,6," / I have only seen a fairly basic advertisement, very little elaborate and with unnecessary images (the person in the middle)",6,6,6,4,7,4,4,4,4,5,0,0,0,0,1,0,45,1.2962540780037,-1.25555773558463,-1.61198022095845
"140",2,40,"English","",2,4,4,2,1,2,0,0,1,1,3,5,3,3,2,3,3,3,3,3,4,4,"250",4,4,4,4,4,4,4,4,4,2,2,3,4,2,3,2,2,2,2,2,4,1,3,4,4,"Rhe ad was for a patio set with deep comfortable cushions. Also highlighted a picture of a young guy and the sentiment of It's the right choice, because it's my choice.  /  / My thoughts are, the furniture set is nice, but the guy sticks out first in the picture. And, I didn't really care for his caption about choice. ",5,5,4,4,6,6,4,5,6,7,0,0,0,0,0,1,250,0.680206372359436,-0.354406717711273,-0.656057149580903
"141",2,33,"English","",1,4,5,3,0,2,0,0,1,1,5,5,3,4,4,3,5,3,3,3,4,3,"150",4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,3,3,3,3,3,4,3,4,4,4,"I saw an ad for an outdoor furniture set: wicker with plush blue cushions. /  / I don't understand the line: ""It's my choice because it's the right choice.""  It would make more sense the other way around.  ",4,3,4,4,4,3,3,4,4,4,0,0,0,1,0,0,150,0.640970131775685,-0.743208505561595,-0.402077847185369
"142",2,51,"English","",1,1,3,3,1,0,1,0,0,1,3,3,4,2,2,4,4,4,3,3,5,3,"500",6,6,2,2,5,7,6,4,4,3,3,1,6,2,2,1,2,2,2,2,5,4,3,6,3,"The ad was for wicker furniture. I was looking for the brand or company but could not find one.",3,3,3,3,3,4,4,2,4,4,0,1,0,0,0,0,500,-0.425079848227597,1.24824820642918,0.339203275633173
"143",2,67,"russian","57",2,5,2,6,0,0,1,0,0,1,1,2,3,2,2,3,2,2,2,2,4,6,"700",5,4,2,3,5,6,5,5,4,5,4,4,5,5,5,4,5,4,5,5,6,4,4,6,7,"The furniture set-coffie table,chair and sofa.Durable,all-weather furniture with plush cushions",6,5,6,4,5,3,4,4,4,5,1,0,0,0,0,0,700,0.591735603232958,-0.25561954697448,-0.467913832206117
"144",2,20,"English","N/A",1,6,2,3,1,0,1,0,0,1,1,2,5,4,4,5,4,4,4,4,3,5,"200",5,7,1,6,5,4,6,2,3,1,2,2,5,4,3,2,1,1,3,4,6,2,3,5,4,"The ad was showing off a wicker outdoor furniture set with a focus on how stylish it is and a man with folding arms smiling showing that if he wants it, I should want it too. I thought the man was distracting and not really identifiable so I didn't care what he found stylish. I wished I had seen a close-up of the set instead of this guy blocking half the picture.",5,4,2,4,5,3,2,2,6,5,0,1,0,0,0,0,200,0.388373266733703,-0.457375569051841,-0.304464896634897
"145",1,38,"English","",1,4,4,5,0,2,0,0,1,2,5,5,4,2,2,2,4,4,4,2,3,5,"999",3,7,1,1,5,3,4,6,5,5,6,3,5,3,5,3,4,3,3,3,7,5,4,7,5,"Lady in red plaid smiling.  Selling outdoor comfy furniture.",4,3,4,2,3,5,3,2,5,6,0,0,0,1,0,0,999,-1.09640400973039,1.64912559660248,-0.586164672674307
"146",1,43,"English","All my life",1,1,3,5,1,0,1,0,0,1,1,3,3,2,2,2,2,2,2,2,6,3,"500",6,6,2,6,6,6,6,4,6,4,4,5,5,3,3,2,2,3,2,3,3,3,2,3,4,"Chairs and comfortable seating, and the promise of it being stylish and suited to any weather condition.",2,2,2,2,3,1,3,2,2,3,0,1,0,0,0,0,500,-1.04698565577187,0.797301164418708,0.855025539222812
"147",1,66,"english","",1,5,3,5,0,1,0,1,0,1,5,5,4,4,3,3,5,4,4,4,3,6,"200",4,5,5,3,5,6,6,6,5,6,6,6,6,3,4,3,5,4,4,3,3,5,5,4,5,"an advert for wicker furniture and how stylish it is",3,2,4,2,3,2,2,3,3,4,0,0,1,0,0,0,200,-0.140390988614716,0.401648713512469,0.802905704318882
"148",2,22,"English","",1,6,2,3,1,1,0,1,0,2,3,3,4,4,4,4,5,5,5,4,4,5,"400",5,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,5,4,4,4,4,"An advertisement on wicker furniture and a guy saying it is the right choice",3,3,4,3,4,4,3,3,5,5,0,0,0,0,1,0,400,0.591056857242438,-0.937741644017716,-0.633630594759477
"149",2,32,"english","",1,1,4,5,0,1,0,1,0,1,1,3,3,2,2,3,3,3,3,3,7,1,"600",7,7,1,4,7,7,7,6,5,4,5,5,6,1,1,1,1,1,1,1,1,1,1,1,7,"There was an outdoor seating set, grayish color, to include one single chair, a love seat, and coffee table. The ad itself was self explanatory along with a customer stating that it was her choice. ",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,600,-1.98152941031834,1.6461023099298,0.637584253131779
"150",2,20,"English","",2,6,7,3,1,0,1,0,0,1,1,3,3,3,2,2,2,2,2,2,3,3,"150",5,5,3,5,5,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"The ad is for a set of wicker furniture pieces. On the right hand side of the ad is a person wearing flannel with a quote over their head.",4,4,4,4,5,4,4,4,4,5,0,1,0,0,0,0,150,-0.153722488937671,-0.233232155491547,-0.277549447467883
"151",2,38,"English","",1,3,2,2,0,2,0,0,1,2,3,3,4,4,3,3,3,3,3,3,4,4,"200",4,4,4,4,4,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"It was an okay ad but not that memorable. Why does it have to be 50 characters? I really can't think of 50 characters worth to say about it.",4,4,4,3,4,4,4,4,4,4,0,0,0,1,0,0,200,-0.0177181147926241,0.183768624599588,-0.594348539564972
"152",1,38,"english","38",2,1,4,6,0,1,0,1,0,1,4,3,2,3,2,4,3,2,2,3,7,1,"500",7,5,1,4,7,4,4,7,7,4,7,6,4,3,3,2,3,1,3,2,3,2,2,2,3,"Was a sales ad to have style in comfort where there is a girl with glasses in the ad",2,2,4,3,4,3,2,3,2,2,0,0,1,0,0,0,500,-0.255235978319206,0.0808691085090845,0.0294123075018887
"153",2,39,"english","na",1,4,2,2,1,0,1,0,0,1,1,1,4,4,4,4,4,4,4,3,4,3,"200",4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,"a man with glasses helping to advertise a deck set",4,4,5,3,3,3,3,4,4,4,0,1,0,0,0,0,200,1.49547517265847,-1.67149327858313,-0.331173865707527
"154",2,26,"english","",2,2,2,3,0,0,1,0,0,1,3,3,3,3,3,3,3,3,4,3,4,6,"450",4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,5,5,5,5,6,5,5,6,6,4,"its an ad about furniture, describes the style and the strong material of the cushions, dont like it to much, it would be better if a couple of people were on the cushions having a good time",5,5,1,3,6,5,5,4,5,5,1,0,0,0,0,0,450,0.388707793873003,-0.958648968674634,-0.38592328695807
"155",2,58,"english","0",2,7,2,2,1,1,0,1,0,1,1,1,2,2,2,2,2,2,2,2,7,1,"300",7,7,1,7,7,7,7,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,"a wicker set in gray my thoughts are nice set and love the color",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,300,-1.79197873637826,1.58149778078528,1.99527997752656
"156",2,30,"English","",1,4,3,5,1,2,0,0,1,1,2,5,3,4,2,3,4,4,3,2,5,3,"500",5,5,4,5,5,5,5,3,4,4,4,4,5,2,2,2,3,2,2,2,4,2,4,4,3,"This is an ad for an outdoor wicker furniture set with a picture of a guy in sunglasses smiling. I think it's a good ad",2,2,3,1,3,3,2,1,2,2,0,0,0,0,0,1,500,-0.370637824670069,-0.10118639598085,-0.232317512047564
"157",2,41,"English","",2,4,4,3,0,0,1,0,0,1,2,3,2,1,2,2,2,2,2,2,6,1,"200",5,5,2,2,6,7,6,4,6,4,5,4,6,1,1,1,2,2,2,1,5,1,2,3,5,"Wicker patio furniture with gray cushions. It looks very soft and comfortable.",1,2,2,1,1,2,1,2,2,1,1,0,0,0,0,0,200,-1.06025913428324,0.787724735545262,-0.320588154001185
"158",1,45,"English","",2,1,3,5,1,0,1,0,0,1,3,4,3,2,2,3,2,3,2,3,6,5,"150",6,4,4,5,6,5,5,5,5,4,4,4,5,2,1,2,3,3,3,3,2,1,3,5,4,"Is an advertising about the comfort, the tranquility, and the comity",2,2,1,1,2,3,3,3,1,2,0,1,0,0,0,0,150,-0.294218757930983,0.830936498902305,0.676256266272869
"159",1,52,"English","",2,1,4,3,1,1,0,1,0,1,5,4,4,4,5,3,4,4,5,3,1,7,"595",1,6,7,2,1,1,1,2,1,2,3,1,4,5,6,6,5,5,6,7,6,5,6,7,5,"A twenty something in a flannel shirt and sun glasses with his arms folded, standing in front of a couch being advertised for a furniture store. Did not understand the relevancy or connection between the model and the product being advertised.",7,5,5,4,6,6,5,6,7,7,0,0,0,0,1,0,595,1.47327356240071,0.324678189209836,-1.9048553167208
"160",1,45,"English","Native Speaker",1,1,4,5,1,0,1,0,0,1,1,5,4,5,4,4,3,2,2,3,4,4,"300",5,5,3,3,5,5,6,4,5,1,1,5,5,2,2,2,2,2,2,2,3,2,3,3,3,"This was an ad for all weather wicker seating.  It showed a satisfied customer, but unfortunately didn't talk about price, or even name the retailer.",7,7,7,7,6,7,7,4,7,7,0,1,0,0,0,0,300,-1.0650832262945,0.734782197631974,1.20154555603168
"161",1,30,"English ","",2,1,3,5,0,1,0,1,0,1,2,4,2,1,1,1,1,1,1,2,7,1,"300",4,5,5,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I just saw a nice furniture chair in a well designed advertisement. And I think it's beautiful. ",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,300,-1.49472823542474,1.483909162229,1.99729930750492
"162",2,69,"English","",1,2,2,5,0,1,0,1,0,1,4,4,3,2,2,3,2,2,2,2,6,2,"800",4,5,2,1,7,7,7,6,6,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,"The girl was thinking that it was her choice because it was the right choice so she must be certain of her choice. The outdoor furniture looked like it would perform as the ad states; durable and nice looking. ",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,800,-1.92674002136685,-1.57182076976386,0.944908740807305
"163",2,21,"English","",1,6,1,5,0,0,1,0,0,1,1,1,5,1,5,5,5,5,5,5,4,7,"100",1,4,4,1,4,1,4,5,2,1,5,1,5,3,7,4,4,4,1,4,7,4,7,7,1,"Wicker chairs on a wooden porch, a girl in a red plaid shirt saying about how it was the right choice in picking the brand.",3,4,5,1,3,3,3,1,4,6,1,0,0,0,0,0,100,0.385283881548658,0.943894223262993,-0.668721316919398
"164",2,25,"Spanish","10",2,2,1,5,1,2,0,0,1,1,5,3,3,2,2,4,3,4,3,3,6,3,"180",5,4,4,5,7,4,6,4,5,4,4,5,4,2,1,2,3,3,2,1,1,1,2,6,4," / 113/5000 / A game of receipt, to rest or receive visits, comfortable, safe and fresh. A young man with dark glasses.",2,1,1,3,2,1,3,1,1,2,0,0,0,0,0,1,180,-0.057086037365819,0.390455274203168,-1.09851326891525
"165",2,25,"spanish","15 years",2,6,1,4,0,2,0,0,1,1,2,5,4,3,2,3,4,2,3,2,3,3,"400",3,5,2,2,5,6,6,5,4,4,5,3,5,3,4,3,2,4,3,3,3,3,4,5,4,"I saw a propaganda about some beautiful furniture, a model wearing sunglasses, which seemed very relaxed but not very context with the background image",5,4,4,3,5,5,3,3,5,4,0,0,0,1,0,0,400,0.591652420051547,-0.556391998961857,0.715165663972828
"166",2,51,"English","",1,4,3,2,1,0,1,0,0,2,1,4,1,2,1,1,1,1,1,2,7,1,"799",6,2,6,7,7,1,6,5,6,5,6,7,7,3,2,2,3,3,2,2,2,2,2,2,2,"I like the add it tell you it is your choice and it the right choice",1,2,2,1,1,2,1,2,1,1,0,1,0,0,0,0,799,-0.787026656089354,1.49688011359343,1.14276010929572
"167",2,67,"English","",1,5,3,4,1,1,0,1,0,2,3,3,4,3,2,3,4,4,4,3,5,3,"300",5,5,2,4,7,7,7,6,4,5,3,3,4,3,3,1,2,3,3,2,4,1,3,4,4,"The man in the red plaid shirt was talking about how much he enjoyed the wick furniture set.  The set had plush cushions.",3,2,3,1,2,4,3,1,4,4,0,0,0,0,1,0,300,-0.284585756807799,0.260548422951594,-0.50165285015821
"168",2,56,"English","",1,3,1,4,1,2,0,0,1,2,3,3,3,2,2,2,2,2,2,2,4,4,"500",4,4,4,4,4,7,4,6,4,4,4,4,4,1,4,1,1,1,1,1,4,1,4,4,4,"This was an ad for outdoor furniture with a picture of a guy in a red and black plad shirt. It was a very simple ad. I didn't find it particularly interesting. ",4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,1,500,0.388707793873003,-0.958648968674634,-0.38592328695807
"169",2,56,"English","",1,4,6,2,0,1,0,1,0,2,1,5,2,2,4,2,2,2,2,2,4,3,"200",4,4,4,4,4,4,4,4,2,1,1,4,6,4,4,3,3,3,3,3,4,4,4,3,4,"saw a lady smiling and ad said about making the right choice ",3,4,4,3,3,4,3,3,3,3,0,0,1,0,0,0,200,0.289867031433591,-0.166363222319378,-0.583165771729225
"170",2,61,"English","61",2,5,4,4,1,1,0,1,0,2,1,3,2,2,2,2,2,2,2,4,2,7,"250",6,7,1,6,7,7,7,5,5,2,4,1,6,2,2,2,5,4,2,2,6,3,3,6,3,"Wicker outdoor furniture. 2 Chairs, a Love Seat.  Gray cushions. All-weather.  I'm not fond of wicker furniture myself. The wording is a bit confusing, I had to read it 3 times and really pause at the commons. Sounds like the cushions are going to entertain. ",4,3,3,2,3,3,3,2,3,4,0,0,0,0,1,0,250,-1.38154997843023,1.03279868774734,0.949270613835337
"171",2,27,"english","",1,2,1,3,0,0,1,0,0,1,1,1,2,2,2,4,3,3,3,3,6,1,"200",5,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,"this advertisement is for home furniture and home decoram",2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,200,-1.23940047668935,0.834524446103897,1.21441932506091
"172",1,22,"Indonesian","10 years",1,6,3,5,1,2,0,0,1,1,3,4,3,1,1,4,2,3,2,2,6,2,"200",4,5,2,4,3,4,6,7,6,4,1,6,6,3,1,2,2,2,3,4,4,3,3,2,3,"the right choice to buy wicker chair. stylish and comfortable wicker chair with pillows ",2,3,1,2,1,2,3,2,4,2,0,0,0,0,0,1,200,-0.532587580987244,-0.0114112871394114,1.27546350021857
"173",2,33,"english","33",1,2,3,3,0,2,0,0,1,1,5,2,4,2,2,3,3,1,2,3,6,2,"150",5,7,2,3,5,7,5,6,4,2,6,3,6,2,3,3,3,2,3,3,5,2,3,5,5,"wicker furniture advert, woman in check shirt and sunglasses (who didn't seem to fit with the tone)",3,2,3,2,4,2,3,4,4,5,0,0,0,1,0,0,150,0.420452133467818,1.19790447817554,-0.692638419029302
"174",1,39,"English","",2,1,4,5,0,0,1,0,0,1,1,1,3,3,3,3,3,3,3,2,4,4,"600",5,5,3,5,5,5,5,5,5,4,5,4,5,3,3,3,3,3,3,3,4,3,3,4,4,"The ad is about a wicker set, and features a girl wearing glasses claiming that it's the right choice for her",3,3,3,3,3,3,3,2,4,4,1,0,0,0,0,0,600,0.1717894152706,-0.441245757269833,-0.24601167986979
"175",1,40,"English","",1,1,4,5,1,2,0,0,1,1,5,5,4,2,2,4,4,4,3,2,6,2,"400",2,4,6,2,1,2,5,4,2,2,3,2,4,2,2,1,1,1,2,2,3,2,4,3,3,"This advertisement displays a set of outdoor wicker furniture. It also shows some random guy wearing sunglasses and a big smile. The guy appears to be out of place in this ad, and to that point, he covers up half of the furniture. The ad discussed stylish furniture, and this guy did not appear to be very stylish, either. The ad also contained a strange, unrelated message: ""It's the right choice because it's my choice."" Overall, the ad contained several mixed messages, making it confusing and ineffective. But the furniture looked nice.",6,6,6,4,3,5,3,5,7,4,0,0,0,0,0,1,400,1.6249683802117,-1.03135664453139,-0.531198626874108
"176",2,66,"American English","",1,5,2,5,1,0,1,0,0,2,1,3,2,1,1,2,2,2,2,2,4,7,"650",5,4,2,6,2,1,6,5,4,2,3,2,3,7,3,3,2,3,3,3,3,7,7,7,4,"Outdoor ""living room"" seating with a 2-seater couch, two chairs, and a coffee table. Gray cushions. Wicker. For the record, most of that type of furniture is not suitable for a person of my weight. / Smiling man standing in front of them with his arms folded. Quote from him I don't remember.",5,5,3,4,4,7,4,4,7,7,0,1,0,0,0,0,650,1.34498442022747,-0.611088920091609,0.0828208637852435
"177",2,48,"english","",1,1,2,4,0,2,0,0,1,1,4,5,4,2,2,3,4,4,4,3,3,5,"175",2,4,2,1,1,3,3,4,2,2,4,2,3,5,4,4,4,4,5,5,7,3,4,7,6,"the furniture is nice but the ad could be improved, its quite dull, the furniture could be better styled to look more on trend, the woman looks odd, she deosn't sell it to me",5,4,5,4,3,2,4,4,4,5,0,0,0,1,0,0,175,1.60761567263147,-0.871126698050249,-0.2776615795853
"178",1,38,"English","",2,1,2,6,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,7,1,"1000",6,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,"You see a person wearing glasses and red shirt promoting a wooden outdoor furniture and cushions",1,1,2,2,2,2,2,2,2,2,0,1,0,0,0,0,1000,-1.16863410110257,0.701126453942068,1.21647541506277
